Word,e,t,a,o,i,th,he,in,er,an,Frequency,Char_repitions
sissy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0005156892723968354,0.6666666666666666
sixth,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.007798120337103297,0.0
sixty,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00823477509781188,0.0
skate,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005593547484676935,0.0
skier,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0001372551464493976,0.0
skiff,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00034733460354585986,0.3333333333333333
skill,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.013765735400120585,0.3333333333333333
skimp,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.5557646700595396e-05,0.0
skirt,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.004838571403411798,0.0
skulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.332039800208128e-05,0.3333333333333333
skull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005614846533560388,0.3333333333333333
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004157438493902044,0.3333333333333333
slack,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018984293479740119,0.0
slain,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.002296270352175164,0.0
slang,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0010299715461202764,0.0
slant,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006175753832288379,0.0
slash,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001097895620008278,0.3333333333333333
slate,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017140640045637213,0.0
sleek,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012919644025454256,0.3333333333333333
sleep,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042730501193789856,0.3333333333333333
sleet,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003182242861652877,0.3333333333333333
slept,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009011050227960471,0.0
slice,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0042321064579832115,0.0
slick,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0019420948240448702,0.0
slide,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.007264431185126142,0.0
slime,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0006952028962436969,0.0
slimy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0005933167854116944,0.0
sling,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0010639335830642772,0.0
slink,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.00017897993469488435,0.0
sloop,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042787314829877604,0.3333333333333333
slope,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.007943671924006157,0.0
slosh,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.127176038676744e-05,0.3333333333333333
sloth,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.00037838560875180343,0.0
slump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006515374201728387,0.0
slung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013889987938139991,0.0
slunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003153132544272305,0.0
slurp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011348172058859705,0.0
slush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027455881009442947,0.3333333333333333
slyly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003594639024544315,0.6666666666666666
smack,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011852265721499944,0.0
small,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15603950056592886,0.3333333333333333
smart,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015803457616760632,0.0
smash,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001330778159052855,0.3333333333333333
smear,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001112450778698564,0.0
smell,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014493493334634887,0.3333333333333333
smelt,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007437200918779839,0.0
smile,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.050611149280667074,0.0
smirk,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0015927710154780043,0.0
smite,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0004768755158894059,0.0
smith,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.028320894090406654,0.0
smock,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0003007580957369444,0.0
smoke,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.015900492008029204,0.0
smoky,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.001267705804728282,0.0
smote,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0009474923135419888,0.0
snack,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019275396653545837,0.0
snail,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0008213476048928428,0.0
snake,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00542077775102324,0.0
snaky,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.332039800208128e-05,0.0
snare,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000865013080963701,0.0
snarl,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007097580549339829,0.0
sneak,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002160422204399161,0.0
sneer,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0009329371548517026,0.3333333333333333
snide,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.000194990609254199,0.0
sniff,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0010105646678665616,0.3333333333333333
snipe,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00018528717012734165,0.0
snoop,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020663473620642788,0.3333333333333333
snore,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0003196798020343163,0.0
snort,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.001000861228739704,0.0
snout,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0006709442984265535,0.0
snowy,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.001267705804728282,0.0
snuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008261993244562714,0.0
snuff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006757960179899821,0.3333333333333333
soapy,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00031434291051454474,0.0
sober,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0028784766997866067,0.0
soggy,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00044242830698906213,0.3333333333333333
solar,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.010515083292623363,0.0
solid,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.021868107071046493,0.0
solve,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01182504757474911,0.0
sonar,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0004055552383070041,0.0
sonic,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0010154163874299903,0.0
sooth,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00023768574141237148,0.3333333333333333
sooty,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025466675988437186,0.3333333333333333
sorry,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03705398930457829,0.3333333333333333
sound,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06209613983121547,0.0
south,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.07205235354732749,0.0
sower,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.00018771302990905597,0.0
space,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08312979965454786,0.0
spade,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008892716787808444,0.0
spank,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00027844018574517247,0.0
spare,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007409982772029002,0.0
spark,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003960410162431205,0.0
spasm,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008261993244562714,0.3333333333333333
spawn,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005545030289042649,0.0
speak,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05175469958176722,0.0
spear,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033345383387489037,0.0
speck,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008844199592174158,0.0
speed,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03040713350268099,0.3333333333333333
spell,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006924810815686134,0.3333333333333333
spelt,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004817272354528345,0.0
spend,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021188866332166476,0.0
spent,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034045923175252506,0.0
sperm,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002781442308518033,0.0
spice,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0019275396653545837,0.0
spicy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0015151435024631451,0.0
spied,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0009717509113591321,0.0
spiel,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00017412821513145566,0.0
spike,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00212646016745516,0.0
spiky,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00035218632310928856,0.0
spill,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0024369702195145963,0.3333333333333333
spilt,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.000331809100942888,0.0
spine,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.007555534358931863,0.0
spiny,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.00025272607205900036,0.0
spire,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0005447995897774076,0.0
spite,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.011097289640234808,0.0
splat,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001110558608068827,0.0
split,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.01274687429180056,0.0
spoil,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.002063387813130587,0.0
spoke,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03719954089148115,0.0
spoof,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012512584754082592,0.3333333333333333
spook,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028959914074105843,0.3333333333333333
spool,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002857177650903155,0.3333333333333333
spoon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036450483908083394,0.3333333333333333
spore,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00041962522504094727,0.0
sport,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.012116150748554832,0.0
spout,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00042932866416780466,0.0
spray,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004678464657818651,0.0
spree,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004210807409099759,0.3333333333333333
sprig,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00028959914074105843,0.0
spunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017267269926242703,0.0
spurn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001314330829732832,0.0
spurt,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004618351852427769,0.0
squad,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002951252493238037,0.0
squat,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011658196938962796,0.0
squib,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.9735583224480956e-05,0.0
stack,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004935605794680372,0.0
staff,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036617334543869715,0.3333333333333333
stage,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04954377097671277,0.0
staid,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00038760387592231795,0.0
stain,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0025534114890368846,0.0
stair,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0011997817308402805,0.0
stake,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005469294946657527,0.0
stale,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001301667841672283,0.0
stalk,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001190078291713423,0.0
stall,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002563114928163742,0.3333333333333333
stamp,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029803628106186094,0.0
stand,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.044283051454087036,0.0
stank,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00028474742117762974,0.0
stare,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007798120337103297,0.0
stark,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003974965321121491,0.0
start,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06568059024467658,0.3333333333333333
stash,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006030202245385517,0.3333333333333333
state,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21790280637529538,0.3333333333333333
stave,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000491430674579692,0.0
stead,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011658196938962796,0.0
steak,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002005167178369443,0.0
steal,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005032640185948945,0.0
steam,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00808922351090902,0.0
steed,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007049063353705543,0.3333333333333333
steel,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017064904703252094,0.3333333333333333
steep,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004935605794680372,0.3333333333333333
steer,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0020439809348768725,0.3333333333333333
stein,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0024757839760220254,0.0
stern,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006002984098634683,0.0
stick,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.013620183813217723,0.0
stiff,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00542077775102324,0.3333333333333333
still,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2534033235928594,0.3333333333333333
stilt,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.544969691065301e-05,0.3333333333333333
sting,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.002107053289201445,0.0
stink,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0009620474722322747,0.0
stint,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0006466857006094099,0.3333333333333333
stock,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.026331689069400886,0.0
stoic,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0012919644025454256,0.0
stoke,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0004618351852427769,0.0
stole,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.004115665188460923,0.0
stomp,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00037256354527568904,0.0
stone,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03268744169749247,0.0
stony,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0013647401959968558,0.0
stood,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812828276442635,0.3333333333333333
stool,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037808965385843427,0.3333333333333333
stoop,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008989751179077018,0.3333333333333333
store,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.024488035635297986,0.0
stork,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00033035358507385945,0.0
storm,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.013668701008852011,0.0
story,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07939106455896972,0.0
stout,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002451525378204882,0.3333333333333333
stove,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0035383105604129086,0.0
strap,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018596155914665823,0.0
straw,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004479544155718074,0.0
stray,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002286566913048307,0.0
strip,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0065851904462461254,0.0
strut,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004603796693737483,0.3333333333333333
stuck,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013086494661240568,0.0
study,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12562164476301269,0.0
stuff,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018374868985377837,0.3333333333333333
stump,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014229608307580002,0.0
stung,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016558433698025772,0.0
stunk,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544969691065301e-05,0.0
stunt,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007097580549339829,0.3333333333333333
style,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03152302900226958,0.0
suave,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002682515746619722,0.0
sugar,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017792662637766393,0.0
suing,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0003259870374667736,0.0
suite,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0051781917728518055,0.0
sulky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003225908337723735,0.0
sully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006175753832288379,0.3333333333333333
sumac,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001455030697072264,0.0
sunny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003543162279976337,0.3333333333333333
super,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008622912662886175,0.0
surer,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00020663473620642788,0.3333333333333333
surge,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003193838471409472,0.0
surly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004817272354528345,0.0
sushi,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0005642064680311223,0.3333333333333333
swami,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0006709442984265535,0.0
swamp,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018596155914665823,0.0
swarm,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018402087132128673,0.0
swash,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.526108582745277e-05,0.3333333333333333
swath,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00037547457701374624,0.0
swear,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005711880924828962,0.0
sweat,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007846637532737585,0.0
sweep,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036450483908083394,0.3333333333333333
sweet,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025118759178543715,0.3333333333333333
swell,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002325380669555736,0.3333333333333333
swept,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008040706315274733,0.0
