Word,e,t,a,o,i,th,he,in,er,an,Frequency,Char_repitions
dirty,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00915660181486333,0.0
disco,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0005933167854116944,0.0
ditch,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.002325380669555736,0.0
ditto,0.0,0.6666666666666666,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.00037304871723203186,0.3333333333333333
ditty,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00013676997449305474,0.3333333333333333
diver,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0005642064680311223,0.0
dizzy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0017916915175785805,0.3333333333333333
dodge,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0018984293479740119,0.3333333333333333
dodgy,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00023525988163065716,0.3333333333333333
dogma,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0011221542178254213,0.0
doing,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0890425902864984,0.0
dolly,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0017140640045637213,0.3333333333333333
donor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004804609366467797,0.3333333333333333
donut,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00035849355854174577,0.0
dopey,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.970829472779645e-05,0.0
doubt,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03535588745737825,0.0
dough,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.003698417306006055,0.0
dowdy,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00013579963058036901,0.3333333333333333
dowel,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00011736309623933996,0.0
downy,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0002993025798679158,0.0
dowry,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.000816495885329414,0.0
dozen,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01090322085769766,0.0
draft,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008719947054154749,0.0
drain,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.004833719683848369,0.0
drake,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030240282866894675,0.0
drama,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00930215340176619,0.3333333333333333
drank,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005954466903000396,0.0
drape,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039876283091820397,0.0
drawl,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037256354527568904,0.0
drawn,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022935485375000803,0.0
dread,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004071999712390065,0.3333333333333333
dream,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026089103091229453,0.0
dress,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022498830614292226,0.3333333333333333
dried,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.008477361075983314,0.3333333333333333
drier,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0004700831085006057,0.3333333333333333
drift,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.004435878679647217,0.0
drill,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0033830555343831903,0.3333333333333333
drink,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0273990673733552,0.0
drive,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.032881510480029616,0.0
droit,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0008504579222734149,0.0
droll,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027649949791980097,0.3333333333333333
drone,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019469465436082987,0.0
drool,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003148280824708876,0.3333333333333333
droop,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003866335320096322,0.3333333333333333
dross,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00017606890295682716,0.3333333333333333
drove,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.015803457616760632,0.0
drown,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0016170296132951476,0.0
druid,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0003342349607246024,0.3333333333333333
drunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00838032668471474,0.0
dryer,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000801940726639128,0.3333333333333333
dryly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008698648005271296,0.3333333333333333
duchy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005011341137065494,0.0
dully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003090060189947732,0.3333333333333333
dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016024744546048616,0.3333333333333333
dumpy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72824349460821e-05,0.0
dunce,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010038207776733958,0.0
dusky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007437200918779839,0.0
dusty,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031016557997043267,0.0
dutch,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011970599161651971,0.0
duvet,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003711080294066604,0.0
dwarf,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183050527408601,0.0
dwell,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004135072066714637,0.3333333333333333
dwelt,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016509916502391486,0.0
dying,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.012504288313629127,0.0
eager,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008283292293446166,0.3333333333333333
eagle,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042563650558003555,0.3333333333333333
early,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1221895383438432,0.0
earth,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.060510112705930624,0.0
easel,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040701075417603274,0.3333333333333333
eaten,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006779259228783273,0.3333333333333333
eater,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0006127236636654091,0.3333333333333333
ebony,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0008116441657659854,0.0
eclat,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280853964745174e-05,0.0
edict,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0008601613614002723,0.0
edify,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,7.369762016848179e-05,0.0
eerie,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0012143368895305665,0.6666666666666666
egret,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.563830799385326e-05,0.3333333333333333
eight,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.03365778561017821,0.0
eject,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023040816206722846,0.3333333333333333
eking,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,4.4587302787909646e-05,0.0
elate,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1541634861623378e-05,0.3333333333333333
elbow,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.005954466903000396,0.0
elder,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.007167396793857569,0.3333333333333333
elect,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025825218064174566,0.3333333333333333
elegy,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004574686376356911,0.3333333333333333
elfin,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.00016102857231019822,0.0
elide,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.388623125168203e-05,0.3333333333333333
elite,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00915660181486333,0.3333333333333333
elope,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00011396689254493989,0.3333333333333333
elude,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004084662700450613,0.3333333333333333
email,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.009205119010497618,0.0
embed,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006321305419191239,0.3333333333333333
ember,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0006806477375534109,0.3333333333333333
emcee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.787555669236736e-05,0.6666666666666666
empty,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02570096552615516,0.0
enact,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016218813328585764,0.0
endow,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0003201649739906592,0.0
enema,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023865608532505723,0.3333333333333333
enemy,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024439518439663698,0.3333333333333333
enjoy,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.020412591202017886,0.0
ennui,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0002231305827220854,0.3333333333333333
ensue,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005981685049751231,0.3333333333333333
enter,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02662279224320661,0.3333333333333333
entry,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017453042268326387,0.0
envoy,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.000865013080963701,0.0
epoch,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0016218813328585764,0.0
epoxy,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0009086785570345592,0.0
equal,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03317261365383534,0.0
equip,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0008116441657659854,0.0
erase,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0014520711481385722,0.3333333333333333
erect,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002572818367290599,0.3333333333333333
erode,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0005253927115236928,0.3333333333333333
error,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.022353279027389365,0.6666666666666666
erupt,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0005399478702139789,0.0
essay,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011097289640234808,0.3333333333333333
ester,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0011658196938962796,0.3333333333333333
ether,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0017771363588882944,0.3333333333333333
ethic,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0021216084478917316,0.0
ethos,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0021167567283283026,0.0
etude,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012269998775911158,0.3333333333333333
evade,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010736370221911347,0.3333333333333333
event,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038558022369241184,0.3333333333333333
every,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1820500543174264,0.3333333333333333
evict,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00016976166752436983,0.0
evoke,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0016267330524220049,0.3333333333333333
exact,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012213185139823404,0.0
exalt,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004162290213465472,0.0
excel,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030385834453797536,0.3333333333333333
exert,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0026455941607420297,0.3333333333333333
exile,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.004887088599046085,0.3333333333333333
exist,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.025603931134886584,0.0
expel,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007146097744974117,0.3333333333333333
extol,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00017121718339339846,0.0
extra,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019102626919892143,0.0
exult,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011736309623933996,0.0
eying,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.00013191825492962607,0.0
fable,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009086785570345592,0.0
facet,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012822609634185681,0.0
faint,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.007943671924006157,0.0
fairy,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.005032640185948945,0.0
faith,0.0,0.3333333333333333,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.042002743259275555,0.0
FALSE,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022353279027389365,0.0
fancy,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008768464249789035,0.0
fanny,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002136163606582017,0.3333333333333333
farce,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007243132136242691,0.0
fatal,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005808915316097536,0.3333333333333333
fatty,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004673612938255222,0.3333333333333333
fault,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014881630899709184,0.0
fauna,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011658196938962796,0.3333333333333333
favor,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.013280563443777716,0.0
feast,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005372260555388954,0.0
fecal,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009668991917957036,0.0
feign,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0003124022226891733,0.0
fella,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006078719441019805,0.3333333333333333
felon,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0002929953444354585,0.0
femme,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007340166527511265,0.6666666666666666
femur,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008553096418368436,0.0
fence,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006294087272440404,0.3333333333333333
feral,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000801940726639128,0.0
ferry,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0028978835780403217,0.3333333333333333
fetal,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004363102886195786,0.0
fetch,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003339390058312332,0.0
fetid,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00020032750077397058,0.0
fetus,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020536843740037295,0.0
fever,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.009835842553743347,0.3333333333333333
fewer,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.009544739379937627,0.3333333333333333
fiber,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.007895154728371871,0.0
ficus,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00011736309623933996,0.0
field,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0766124847649941,0.0
fiend,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0006369822614825526,0.0
fiery,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.002737776832447175,0.0
fifth,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.013037977465606282,0.3333333333333333
fifty,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.017792662637766393,0.3333333333333333
fight,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.03336668243637249,0.0
filer,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.00010814482906882547,0.0
filet,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0001377403184057405,0.0
filly,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00016636546382996976,0.3333333333333333
filmy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00015375099296505517,0.0
filth,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0009329371548517026,0.0
final,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.048261461496098564,0.0
finch,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0009329371548517026,0.0
finer,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0018402087132128673,0.0
first,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4280375730747807,0.0
fishy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0003570380426727172,0.0
fixer,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.00022555644250379976,0.0
fizzy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00015423616492139802,0.3333333333333333
fjord,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00023186367793625708,0.0
flack,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015132513318334083,0.0
flail,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00023380436576162853,0.3333333333333333
flair,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0006806477375534109,0.0
flake,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043418038373123336,0.0
flaky,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002609739953168292,0.0
flame,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007215913989491855,0.0
flank,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002189532521779733,0.0
flare,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015733641372242895,0.0
flash,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009108084619229044,0.0
flask,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013841470742505706,0.0
fleck,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021148645576985658,0.0
fleet,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007215913989491855,0.3333333333333333
flesh,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016725284333812082,0.0
flick,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0013744436351237133,0.0
flier,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0002046940483810564,0.0
fling,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0011706714134597082,0.0
flint,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.002019722337059729,0.0
flirt,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0007534235310048411,0.0
float,0.0,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0031986901909729004,0.0
flock,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0029949179693088955,0.0
flood,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007555534358931863,0.3333333333333333
floor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051218584570008344,0.3333333333333333
flora,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.003261762545297473,0.0
floss,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.000331809100942888,0.3333333333333333
flour,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.006779259228783273,0.0
flout,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.553035820391088e-05,0.0
flown,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002034277495750015,0.0
fluff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406040410263347,0.6666666666666666
fluid,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.017210456290154955,0.0
fluke,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003565528707163743,0.0
flume,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015083996122699795,0.0
flung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004562023388296362,0.0
flunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9449937750012145e-05,0.0
